,P149774,P149985,P153403,P153537,P154325,P155534,P157632,P158276,P158665,P158785,P160100,P160971,P161515,P161809,P161865,P165970,P164921,P164398,P165114,P169026,P170008,P170055,P172017,P172390,P172496,P174092,P176973,P177793,P186330,P182545,P179186,P179980,P181568,P170561,P184521,P184022
HALLMARK_ADIPOGENESIS,1.17166101323096,1.19196322949159,1.18670140822399,1.15473312754029,1.1547478937326,1.18637544938268,1.16100190718345,1.19426376920786,1.19272728077169,1.15130847993772,1.1825636156307,1.17831961398588,1.19008672983646,1.23348775893372,1.17614501143701,1.15963569607875,1.19725324143608,1.18353435418166,1.14673091013341,1.20133672786356,1.15899625170727,1.19624606174746,1.15261100120835,1.20756780557405,1.20534586785219,1.11915372035274,1.17176916503654,1.16892870678846,1.18962230133549,1.17494994334223,1.16433718378081,1.18058044533722,1.19976915066063,1.20929335248126,1.17112342142485,1.19380804755562
HALLMARK_ALLOGRAFT_REJECTION,0.773669165179291,0.982093872599145,0.883950710645631,0.789492112970385,0.833360532832482,0.931398975478264,0.722699233764247,0.808828764996032,1.04663931489547,0.846435915939878,0.93749791124658,0.858180296790194,0.85939671709738,0.955976975154423,0.996218611224969,0.727996534484322,1.00513635421749,0.898710485457757,0.858813922930374,0.858578494249197,0.88798230782759,0.940243760798361,0.7624376073094,0.898250540637997,0.832047527529084,0.615223963080742,0.811876131170892,0.824422769661451,1.07713664638912,0.905899006957392,0.722618507306845,0.740397582959243,0.898734905202744,0.843985942789024,0.695471022508284,0.811859664964166
HALLMARK_ANDROGEN_RESPONSE,1.10695859034738,1.14501455832488,1.11093201858474,1.03638753875171,1.10061284109726,1.1560432226103,1.08683022849614,1.09657231459242,1.12904158725386,1.10923465130098,1.11723496767546,1.06694446455401,1.08279629143767,1.13910208016893,1.12823109204794,1.05892579169027,1.15259291173041,1.11852592365636,1.05699272047061,1.05414280767207,1.12420300823744,1.12024891919974,1.07445847103737,1.11994390272844,1.08038747288347,0.997534440152696,1.09728953347967,1.06437196043754,1.12039543951161,1.17979993496939,1.09981684392636,1.11307917354303,1.13205687614189,1.10688096255967,1.07012193396337,1.13821690330615
HALLMARK_ANGIOGENESIS,1.0072101396006,1.10922115028411,1.1112494459049,0.858906343349989,1.14708176265043,1.15427641983322,0.789393997066156,1.09101506284023,1.0477207221708,0.980795536758273,1.17035456740848,0.980431398239862,0.984980355038382,1.11073273763538,1.1711759317558,1.00457736452379,1.12349882939716,1.04909181176485,0.899408488325715,0.90574865065363,1.11253194319731,1.04903247931392,1.06947577533124,1.10968663803863,0.961206967890216,0.871366418407986,1.0986916262951,0.881567361818718,1.14717414112792,1.03851700442387,1.00222332209951,0.951778990653738,1.07641624525607,1.00330570440852,0.870835664044958,1.01036214489565
HALLMARK_APICAL_JUNCTION,1.00098508601205,1.02523904024307,1.01088341975842,0.969408143868675,1.06436304006282,1.03215402110144,0.897957315569824,1.03404728543675,0.980171362937603,1.03655827250773,1.04008522456336,0.961863793777767,0.987274137941778,1.04601047185426,1.04634895919961,1.04565243898523,1.03167061570601,1.02369274885447,0.977598020171313,0.945623786894692,1.03512176721457,1.02731432000762,1.0089603309855,1.04986508032571,1.01469869704092,0.963391497114246,1.0356153412348,0.988909679455875,1.04288519690231,1.02299644447976,0.988671883847635,1.01247124748061,1.04188019891222,0.978447724962239,0.99909002521347,0.983153824668628
HALLMARK_APICAL_SURFACE,0.891339419484582,0.890742801724038,0.841882697902325,0.823680848138489,0.888745136404364,0.901910853894739,0.78015754967752,0.891855557009665,0.884107773238535,0.866593493191385,0.924388099049976,0.863773187063483,0.84095744325534,0.916219923242152,0.948122905751794,0.908177366532518,0.947916494228028,0.890367970036145,0.893369914116301,0.822936354779863,0.906214969949858,0.9207086160619,0.840182916217399,0.899423746147635,0.931219267639345,0.839311806496031,0.874217253510771,0.885957132170586,0.949893026410125,0.918461931248278,0.862588025016197,0.868656146856488,0.88990524796753,0.860465777105444,0.79386858938431,0.860809962477591
HALLMARK_APOPTOSIS,1.13078421997791,1.21748519068074,1.20018470721343,1.09743038813552,1.14988694770055,1.20925506481968,1.08825622259745,1.13970479831074,1.21622631185651,1.15444454737969,1.20560961191154,1.11522895850453,1.14596352674,1.19584969050326,1.21809398672946,1.08232920029428,1.21082866233118,1.18658753151066,1.15287455738522,1.13133570879798,1.17875070103088,1.18286233260157,1.12501708012063,1.17635284427351,1.14083160766799,1.03599814330324,1.16966178967079,1.11653083040917,1.24162722691605,1.19164330484594,1.10352530056687,1.12725496632365,1.1864337443996,1.13615796701121,1.0904452951813,1.16834030532011
HALLMARK_BILE_ACID_METABOLISM,0.872468126386232,0.910573623023386,0.880705585232422,0.878493601764027,0.832474038814732,0.868482319135751,0.888328278849106,0.887636977182508,0.900468670595015,0.83222043567178,0.878315855606205,0.859961029695034,0.878181266317735,0.935225532687544,0.900021989585488,0.823737542144684,0.948145430002762,0.888727358733545,0.866253657759053,0.930592385955683,0.805448884851931,0.894395434528182,0.829950535023413,0.891564426398286,0.93660595947974,0.749003603422852,0.869146431959644,0.892853914105096,0.882778773132927,0.828439337848926,0.80358534858205,0.886639437181512,0.927349996357966,0.948513072403351,0.874632569646333,0.881545489700177
HALLMARK_CHOLESTEROL_HOMEOSTASIS,1.18448832264336,1.22110161931713,1.18724789398622,1.16267869683316,1.18878054036815,1.19804897158738,1.15137576572576,1.18733505459645,1.15350294045612,1.200226168284,1.19379536483002,1.16194740519205,1.15667295909167,1.24314347966911,1.20869634882867,1.15458148203008,1.18645610596439,1.21516316079332,1.1619262164448,1.13529386564076,1.21289110281323,1.22458159672489,1.19301752314287,1.1731339497433,1.21503490373777,1.10675879946531,1.21289794011052,1.15625451073912,1.19149798974033,1.22575687790477,1.22682730448735,1.19314818938694,1.19846841497697,1.20023815852487,1.19157699618106,1.2279845029838
HALLMARK_COAGULATION,0.837292688950189,0.919112427523263,0.918884176317664,0.787807653481274,0.863739876565562,0.887564637953932,0.781205988897848,0.867029887228359,0.912695147500959,0.876275780270914,0.943853132099713,0.83806797717699,0.835971258386025,0.925956801342379,0.91986036744789,0.798032151383566,0.91579335503604,0.874267038190454,0.823279672835245,0.832682594433431,0.882954758681176,0.900809197229041,0.84369577833053,0.904881814942659,0.850728681225113,0.698359818519881,0.83627037562452,0.806256365453128,0.919140881834834,0.854685362944622,0.774605986876124,0.760249646347688,0.881433737941345,0.815017592733532,0.748633194977711,0.831334146089617
